"","gene_id","control1","control2","treat1","treat2"
"813","NM_000871",5,1,3,4
"814","NM_000872",0,0,0,0
"815","NM_000873",0,0,0,0
"816","NM_000874",0,0,0,0
"817","NM_000875",0,1,0,0
"818","NM_000876",1938,1150,1392,1838
"819","NM_000877",66,58,95,78
"820","NM_000878",7,6,1,1
"821","NM_000879",0,0,2,0
"822","NM_000880",0,0,0,0
"823","NM_000882",13,8,21,12
"824","NM_000883",0,0,0,0
"825","NM_000884",2280,2188,2527,1820
"826","NM_000885",1217,1077,676,645
"827","NM_000887",0,0,0,0
"828","NM_000888",0,0,0,0
"829","NM_000889",7,4,1,4
"830","NM_000890",0,0,1,0
"831","NM_000891",89,81,447,291
"832","NM_000892",2,0,2,2
"833","NM_000893",0,0,0,0
"834","NM_000894",6,0,2,0
"835","NM_000895",0,0,0,0
"836","NM_000896",0,0,0,0
"837","NM_000898",1,0,1,1
"838","NM_000899",13,20,31,19
"839","NM_000900",0,0,0,0
"840","NM_000901",1,0,1,0
"841","NM_000902",55,45,46,25
"842","NM_000903",0,0,0,0
"843","NM_000904",0,0,0,0
"844","NM_000905",0,0,1,0
"845","NM_000906",0,0,0,2
"846","NM_000908",0,0,0,0
"847","NM_000909",0,0,5,2
"848","NM_000910",0,0,2,1
"849","NM_000911",0,0,1,0
"850","NM_000912",0,0,0,0
"851","NM_000913",0,0,0,0
"852","NM_000914",0,0,0,0
"853","NM_000915",3,3,2,0
"854","NM_000916",3883,2651,1854,2545
"855","NM_000917",0,0,0,0
"856","NM_000918",10073,9396,13081,11050
"857","NM_000919",0,0,0,0
"858","NM_000920",0,0,0,0
"859","NM_000921",4,13,0,2
"860","NM_000922",38,32,17,28
"861","NM_000923",0,0,0,0
"862","NM_000924",0,0,0,0
"863","NM_000925",0,0,0,0
"864","NM_000926",0,0,0,0
"865","NM_000927",0,1,5,6
"866","NM_000928",0,0,0,0
"867","NM_000929",1,0,1,2
"868","NM_000930",32,13,91,107
"869","NM_000932",0,0,0,0
"870","NM_000933",0,0,0,0
"871","NM_000934",0,0,0,0
"872","NM_000935",0,0,0,0
"873","NM_000936",0,0,1,0
"874","NM_000937",456,300,299,494
"875","NM_000938",0,0,0,0
"876","NM_000939",0,0,0,0
"877","NM_000940",1,2,1,3
"878","NM_000941",555,483,424,367
"879","NM_000942",6278,6319,8978,7848
"880","NM_000943",476,490,623,580
"881","NM_000944",0,0,0,2
"882","NM_000945",204,200,230,232
"883","NM_000946",48,38,17,23
"884","NM_000947",174,207,325,304
"885","NM_000948",0,0,0,0
"886","NM_000949",0,1,0,2
"887","NM_000950",0,0,0,0
"888","NM_000951",0,0,0,0
"889","NM_000952",0,0,0,0
"890","NM_000953",0,0,0,0
"891","NM_000954",9,5,0,1
"892","NM_000955",33,24,18,13
"893","NM_000956",14,14,10,10
"894","NM_000958",6,3,8,10
"895","NM_000959",0,0,0,0
"896","NM_000960",158,135,289,244
"897","NM_000961",4306,4219,4073,2706
"898","NM_000962",0,0,0,0
"899","NM_000963",620,738,1259,1176
"900","NM_000964",0,0,0,0
"901","NM_000965",0,0,0,0
"902","NM_000966",25,27,16,17
"903","NM_000967",376,389,363,263
"904","NM_000968",10556,11857,9324,8729
"905","NM_000969",4918,5698,5393,3890
"906","NM_000970",0,0,0,0
"907","NM_000971",1435,1693,1679,1288
"908","NM_000972",7395,6762,6819,5784
"909","NM_000973",0,1,0,0
"910","NM_000975",0,0,0,0
"911","NM_000976",3653,4070,3511,2718
"912","NM_000977",0,0,0,0
"913","NM_000978",4841,6076,5778,4475
"914","NM_000979",0,0,0,0
"915","NM_000980",2054,2480,2472,1059
"916","NM_000981",5513,5915,6409,4873
"917","NM_000982",69,186,51,41
"918","NM_000983",2623,3024,3277,1720
"919","NM_000984",497,542,643,480
"920","NM_000985",18,15,18,19
"921","NM_000986",983,1341,1377,1082
"922","NM_000987",0,0,0,0
"923","NM_000988",2182,2378,2507,2067
"924","NM_000989",4734,5536,5601,4149
"925","NM_000990",5993,7544,7197,5924
"926","NM_000991",0,0,0,0
"927","NM_000992",2370,2517,2770,2212
"928","NM_000993",0,0,0,0
"929","NM_000994",0,0,0,0
"930","NM_000995",0,0,0,0
"931","NM_000996",0,0,0,1
"932","NM_000997",4812,5386,5462,4144
"933","NM_000998",5416,6392,7021,5388
"934","NM_000999",5,3,6,4
"935","NM_001000",989,1306,1356,1080
"936","NM_001001",1447,1525,1701,1340
"937","NM_001001132",154,164,158,133
"938","NM_001001290",0,0,0,0
"939","NM_001001317",0,0,0,0
"940","NM_001001323",2,1,0,2
"941","NM_001001325",0,0,0,0
"942","NM_001001329",0,0,0,0
"943","NM_001001330",1001,1044,1178,1096
"944","NM_001001331",0,0,0,0
"945","NM_001001342",0,0,0,0
"946","NM_001001343",2,0,3,0
"947","NM_001001344",0,0,0,0
"948","NM_001001346",9,6,9,7
"949","NM_001001349",0,0,1,1
"950","NM_001001389",0,0,0,0
"951","NM_001001390",0,0,0,0
"952","NM_001001391",0,0,0,0
"953","NM_001001392",0,0,0,0
"954","NM_001001394",0,0,1,0
"955","NM_001001395",0,0,0,0
"956","NM_001001396",11,6,10,3
"957","NM_001001410",299,323,357,300
"958","NM_001001411",0,0,2,0
"959","NM_001001412",4,3,4,3
"960","NM_001001413",0,0,0,0
"961","NM_001001414",0,0,0,0
"962","NM_001001415",54,49,70,70
"963","NM_001001417",0,0,0,0
"964","NM_001001418",0,0,0,0
"965","NM_001001419",2,1,1,0
"966","NM_001001420",0,0,0,0
"967","NM_001001430",0,0,0,0
"968","NM_001001431",0,0,0,0
"969","NM_001001432",0,0,0,0
"970","NM_001001433",0,0,0,0
"971","NM_001001436",61,62,67,79
"972","NM_001001437",0,0,0,0
"973","NM_001001438",0,0,0,0
"974","NM_001001479",78,51,115,126
"975","NM_001001480",0,0,0,0
"976","NM_001001481",1,0,0,1
"977","NM_001001483",0,0,0,0
"978","NM_001001484",0,0,0,0
"979","NM_001001485",0,0,0,0
"980","NM_001001486",0,0,0,0
"981","NM_001001487",0,0,0,0
"982","NM_001001502",0,0,0,0
"983","NM_001001503",0,0,0,0
"984","NM_001001520",0,0,0,1
"985","NM_001001521",47,54,40,33
"986","NM_001001522",29,32,32,28
"987","NM_001001523",0,0,0,0
"988","NM_001001524",39,28,26,22
"989","NM_001001547",0,0,0,0
"990","NM_001001548",2,7,32,18
"991","NM_001001549",0,0,0,0
"992","NM_001001550",13,14,6,4
"993","NM_001001551",0,0,0,0
"994","NM_001001552",0,0,0,0
"995","NM_001001555",24,14,22,11
"996","NM_001001556",18,15,29,21
"997","NM_001001557",65,90,60,43
"998","NM_001001560",0,0,0,0
"999","NM_001001563",355,334,411,367
"1000","NM_001001567",0,0,0,0
"1001","NM_001001568",0,0,0,0
"1002","NM_001001569",0,0,0,0
"1003","NM_001001570",0,0,0,0
"1004","NM_001001571",0,0,0,0
"1005","NM_001001572",0,0,0,0
"1006","NM_001001573",0,0,0,0
"1007","NM_001001574",0,0,0,0
"1008","NM_001001575",0,0,0,0
"1009","NM_001001576",0,0,0,0
"1010","NM_001001577",0,0,0,0
"1011","NM_001001578",0,0,0,0
"1012","NM_001001579",0,0,0,0
"1013","NM_001001580",0,0,0,0
"1014","NM_001001581",0,0,0,0
"1015","NM_001001582",0,0,0,0
"1016","NM_001001583",0,0,0,0
"1017","NM_001001584",0,0,0,0
"1018","NM_001001585",0,0,0,0
"1019","NM_001001653",1,2,0,2
"1020","NM_001001655",0,0,0,0
"1021","NM_001001656",0,0,0,0
"1022","NM_001001657",0,0,0,0
"1023","NM_001001658",0,0,0,0
"1024","NM_001001659",2,0,0,1
"1025","NM_001001660",98,105,151,106
"1026","NM_001001661",61,62,70,52
"1027","NM_001001662",56,45,37,36
"1028","NM_001001663",0,0,0,0
"1029","NM_001001664",184,258,227,214
"1030","NM_001001665",8,19,32,19
"1031","NM_001001666",0,0,0,0
"1032","NM_001001667",0,0,0,0
"1033","NM_001001668",109,119,179,160
"1034","NM_001001669",23,21,30,22
"1035","NM_001001670",0,0,0,1
"1036","NM_001001671",39,34,32,36
"1037","NM_001001673",0,0,0,0
"1038","NM_001001674",0,0,2,1
"1039","NM_001001676",0,0,0,0
"1040","NM_001001683",0,0,0,0
"1041","NM_001001694",0,1,0,0
"1042","NM_001001701",0,1,0,0
"1043","NM_001001709",12,4,9,8
"1044","NM_001001710",190,155,207,177
"1045","NM_001001711",1,0,0,2
"1046","NM_001001712",0,0,0,0
"1047","NM_001001713",0,0,0,0
"1048","NM_001001715",2,2,2,2
"1049","NM_001001722",0,0,0,0
"1050","NM_001001732",0,0,0,0
"1051","NM_001001734",0,0,0,0
"1052","NM_001001740",0,0,0,0
"1053","NM_001001786",11,8,10,13
"1054","NM_001001788",1,0,0,2
"1055","NM_001001790",0,0,0,0
"1056","NM_001001791",60,41,165,137
"1057","NM_001001794",43,35,33,35
"1058","NM_001001795",145,180,153,102
"1059","NM_001001802",0,0,0,0
"1060","NM_001001821",0,0,0,0
"1061","NM_001001824",0,0,0,0
"1062","NM_001001827",0,0,0,0
"1063","NM_001001850",0,1,0,0
"1064","NM_001001851",1,1,4,1
"1065","NM_001001852",273,282,224,180
"1066","NM_001001872",42,32,41,33
"1067","NM_001001874",0,0,0,0
"1068","NM_001001875",0,0,0,0
"1069","NM_001001877",0,0,0,0
"1070","NM_001001888",0,0,0,0
"1071","NM_001001890",0,0,0,0
"1072","NM_001001891",8,13,10,8
"1073","NM_001001894",29,31,28,40
"1074","NM_001001895",0,0,0,0
"1075","NM_001001912",0,0,0,0
"1076","NM_001001913",0,0,0,0
"1077","NM_001001914",0,0,0,0
"1078","NM_001001915",0,0,0,0
"1079","NM_001001916",0,0,0,0
"1080","NM_001001917",0,0,0,0
"1081","NM_001001918",0,0,0,0
"1082","NM_001001919",0,0,0,0
"1083","NM_001001920",0,0,0,0
"1084","NM_001001921",0,0,1,0
"1085","NM_001001922",0,0,0,0
"1086","NM_001001923",0,0,0,2
"1087","NM_001001924",0,0,0,1
"1088","NM_001001925",0,0,0,0
"1089","NM_001001928",0,0,0,0
"1090","NM_001001931",0,0,0,0
"1091","NM_001001933",0,0,0,0
"1092","NM_001001935",1,0,0,0
"1093","NM_001001936",0,0,0,0
"1094","NM_001001937",0,0,0,0
"1095","NM_001001938",0,0,0,0
"1096","NM_001001952",0,0,1,0
"1097","NM_001001953",0,0,0,0
"1098","NM_001001954",0,0,0,0
"1099","NM_001001955",0,0,0,0
"1100","NM_001001956",0,0,0,0
"1101","NM_001001957",0,0,0,0
"1102","NM_001001958",0,0,0,0
"1103","NM_001001959",0,0,0,0
"1104","NM_001001960",0,0,0,0
"1105","NM_001001961",0,0,0,0
"1106","NM_001001963",0,0,0,0
"1107","NM_001001964",0,0,1,0
"1108","NM_001001965",0,0,1,0
"1109","NM_001001966",0,0,0,0
"1110","NM_001001967",0,0,0,0
"1111","NM_001001968",0,0,0,1
"1112","NM_001001971",0,0,0,0
"1113","NM_001001973",1,2,2,4
"1114","NM_001001974",4,5,6,6
"1115","NM_001001975",0,0,0,0
"1116","NM_001001976",0,0,0,0
"1117","NM_001001991",0,0,0,0
"1118","NM_001001992",0,0,0,0
"1119","NM_001001994",4,1,9,5
"1120","NM_001001995",9,25,31,13
"1121","NM_001001996",0,0,0,0
"1122","NM_001001998",4,6,5,5
"1123","NM_001002",0,0,0,0
"1124","NM_001002000",0,0,0,0
"1125","NM_001002001",0,0,0,0
"1126","NM_001002002",0,0,0,0
"1127","NM_001002006",0,0,0,0
"1128","NM_001002009",0,0,0,0
"1129","NM_001002010",0,0,0,0
"1130","NM_001002017",0,0,0,0
"1131","NM_001002018",0,0,0,0
"1132","NM_001002019",0,0,0,0
"1133","NM_001002020",0,0,0,0
"1134","NM_001002021",9,4,11,5
"1135","NM_001002026",0,0,0,0
"1136","NM_001002027",0,0,0,0
"1137","NM_001002029",0,0,0,0
"1138","NM_001002030",0,0,0,0
"1139","NM_001002031",4,2,1,0
"1140","NM_001002032",0,0,0,0
"1141","NM_001002033",0,1,0,0
"1142","NM_001002034",112,110,98,71
"1143","NM_001002035",0,0,0,0
"1144","NM_001002036",0,0,0,0
"1145","NM_001002231",0,0,0,0
"1146","NM_001002235",0,0,0,0
"1147","NM_001002236",0,0,0,0
"1148","NM_001002243",0,0,0,0
"1149","NM_001002244",3,1,3,3
"1150","NM_001002245",0,0,0,0
"1151","NM_001002246",0,0,0,0
"1152","NM_001002247",0,0,0,0
"1153","NM_001002248",0,0,0,0
"1154","NM_001002249",0,0,0,0
"1155","NM_001002251",0,0,0,0
"1156","NM_001002252",0,2,0,0
"1157","NM_001002254",0,0,0,0
"1158","NM_001002255",7,5,4,1
"1159","NM_001002257",0,0,0,0
"1160","NM_001002258",1,0,5,0
"1161","NM_001002259",0,0,0,0
"1162","NM_001002261",0,0,0,0
"1163","NM_001002262",0,0,0,0
"1164","NM_001002264",0,0,0,2
"1165","NM_001002266",0,0,0,0
"1166","NM_001002269",0,0,0,0
"1167","NM_001002273",0,0,0,0
"1168","NM_001002274",0,0,0,0
"1169","NM_001002275",0,0,0,0
"1170","NM_001002292",14,17,21,25
"1171","NM_001002294",0,0,0,0
"1172","NM_001002295",0,0,0,0
"1173","NM_001002296",1,2,8,10
"1174","NM_001002755",0,0,0,0
"1175","NM_001002756",0,0,0,0
"1176","NM_001002758",0,0,0,0
"1177","NM_001002759",0,0,0,2
"1178","NM_001002760",0,0,0,0
"1179","NM_001002761",0,0,0,0
"1180","NM_001002762",31,42,46,36
"1181","NM_001002796",0,0,0,0
"1182","NM_001002800",0,0,0,0
"1183","NM_001002810",0,0,0,0
"1184","NM_001002811",49,37,40,32
"1185","NM_001002812",0,0,0,0
"1186","NM_001002814",21,13,15,9
"1187","NM_001002836",130,130,118,107
"1188","NM_001002837",0,0,0,0
"1189","NM_001002838",0,0,0,0
"1190","NM_001002841",0,0,0,0
"1191","NM_001002843",0,0,0,0
"1192","NM_001002844",0,0,0,0
"1193","NM_001002857",49,36,26,21
"1194","NM_001002858",3,0,7,1
"1195","NM_001002860",0,0,0,0
"1196","NM_001002862",0,0,0,0
"1197","NM_001002876",0,0,0,0
"1198","NM_001002877",0,0,0,0
"1199","NM_001002878",0,0,0,0
"1200","NM_001002879",0,0,0,0
"1201","NM_001002880",4,4,1,5
"1202","NM_001002901",0,1,1,1
"1203","NM_001002905",0,0,0,0
"1204","NM_001002906",0,0,0,0
"1205","NM_001002907",0,0,0,0
"1206","NM_001002909",0,0,0,0
"1207","NM_001002911",0,0,0,0
"1208","NM_001002912",0,0,2,1
"1209","NM_001002913",60,48,68,59
"1210","NM_001002914",288,276,340,272
"1211","NM_001002915",0,0,0,0
"1212","NM_001002916",0,0,0,0
"1213","NM_001002917",0,0,0,0
"1214","NM_001002918",0,0,0,0
"1215","NM_001002919",3,3,4,3
"1216","NM_001002920",0,0,0,0
"1217","NM_001002923",0,0,0,0
"1218","NM_001002925",0,0,0,0
"1219","NM_001002926",232,241,237,227
"1220","NM_001003",194,258,303,286
"1221","NM_001003395",0,0,0,0
"1222","NM_001003396",0,0,0,0
"1223","NM_001003397",0,0,0,0
"1224","NM_001003398",0,0,0,0
"1225","NM_001003406",0,0,0,0
"1226","NM_001003407",0,0,0,0
"1227","NM_001003408",0,0,0,0
"1228","NM_001003443",0,0,0,0
"1229","NM_001003652",0,0,0,0
"1230","NM_001003665",1,0,8,6
"1231","NM_001003674",0,0,0,0
"1232","NM_001003675",0,0,0,0
"1233","NM_001003676",5,2,3,0
"1234","NM_001003677",0,0,0,0
"1235","NM_001003678",23,21,23,25
"1236","NM_001003679",0,0,0,0
"1237","NM_001003680",0,0,0,0
"1238","NM_001003681",0,0,0,0
"1239","NM_001003682",1,2,1,2
"1240","NM_001003683",0,0,0,0
"1241","NM_001003684",0,4,2,1
"1242","NM_001003688",2,1,1,1
"1243","NM_001003690",7,1,3,1
"1244","NM_001003692",0,0,0,0
"1245","NM_001003693",0,0,0,0
"1246","NM_001003694",0,0,0,0
"1247","NM_001003696",0,0,0,0
"1248","NM_001003697",0,0,0,0
"1249","NM_001003698",0,0,0,0
"1250","NM_001003699",0,0,0,0
"1251","NM_001003700",0,0,0,0
"1252","NM_001003701",0,0,0,0
"1253","NM_001003702",5,2,1,2
"1254","NM_001003703",3,1,6,2
"1255","NM_001003704",0,0,0,0
"1256","NM_001003712",0,0,0,0
"1257","NM_001003713",0,0,0,0
"1258","NM_001003714",0,0,0,0
"1259","NM_001003715",0,0,0,0
"1260","NM_001003716",0,1,1,2
"1261","NM_001003722",183,180,174,127
"1262","NM_001003745",0,0,0,0
"1263","NM_001003750",0,0,0,0
"1264","NM_001003760",4,0,2,4
"1265","NM_001003785",0,0,0,0
"1266","NM_001003786",0,0,0,0
"1267","NM_001003787",1,1,0,3
"1268","NM_001003788",0,0,0,0
"1269","NM_001003789",0,0,0,0
"1270","NM_001003790",9,17,15,10
"1271","NM_001003791",0,0,0,0
"1272","NM_001003792",0,0,0,0
"1273","NM_001003793",0,0,0,0
"1274","NM_001003794",20,26,34,42
"1275","NM_001003795",25,33,27,21
"1276","NM_001003796",0,0,0,0
"1277","NM_001003799",0,0,0,0
"1278","NM_001003800",26,20,25,17
"1279","NM_001003801",9,10,6,5
"1280","NM_001003802",0,0,0,0
"1281","NM_001003803",0,0,0,0
"1282","NM_001003805",0,0,0,0
"1283","NM_001003806",0,0,0,0
"1284","NM_001003809",0,0,0,0
"1285","NM_001003810",0,0,0,0
"1286","NM_001003811",0,0,1,0
"1287","NM_001003818",0,0,0,0
"1288","NM_001003819",0,0,0,0
"1289","NM_001003827",0,0,0,0
"1290","NM_001003828",1,1,1,1
"1291","NM_001003841",0,0,0,0
"1292","NM_001003845",0,0,0,0
"1293","NM_001003891",5,5,7,5
"1294","NM_001003892",0,0,1,0
"1295","NM_001003894",0,0,0,0
"1296","NM_001003895",0,0,0,0
"1297","NM_001003897",0,0,0,0
"1298","NM_001003927",0,0,0,0
"1299","NM_001003931",0,0,0,0
"1300","NM_001003936",0,0,0,0
"1301","NM_001003937",0,2,0,0
"1302","NM_001003938",0,0,0,0
"1303","NM_001003940",0,0,0,0
"1304","NM_001003941",0,0,0,0
"1305","NM_001003942",0,0,0,0
"1306","NM_001003943",0,0,0,0
"1307","NM_001003945",2,0,1,5
"1308","NM_001003954",0,0,0,0
"1309","NM_001003962",0,0,0,0
"1310","NM_001004",3559,3876,3958,3346
"1311","NM_001004019",0,0,0,0
"1312","NM_001004023",1,0,2,1
"1313","NM_001004051",0,0,0,0
"1314","NM_001004052",0,0,0,0
"1315","NM_001004055",0,0,0,0
"1316","NM_001004056",0,0,0,0
"1317","NM_001004057",0,0,0,0
"1318","NM_001004058",0,0,0,0
"1319","NM_001004059",0,0,0,0
"1320","NM_001004060",0,0,0,0
"1321","NM_001004063",0,0,0,0
"1322","NM_001004064",0,0,0,1
"1323","NM_001004065",0,0,0,0
"1324","NM_001004067",0,0,0,0
"1325","NM_001004105",0,0,0,0
"1326","NM_001004106",0,0,0,0
"1327","NM_001004124",0,0,0,0
"1328","NM_001004125",86,100,85,52
"1329","NM_001004127",55,49,79,63
"1330","NM_001004128",0,0,0,0
"1331","NM_001004134",4,1,2,3
"1332","NM_001004135",2,0,0,1
"1333","NM_001004136",0,0,0,0
"1334","NM_001004137",0,0,0,0
"1335","NM_001004195",0,0,0,0
"1336","NM_001004196",0,0,0,0
"1337","NM_001004297",0,0,0,0
"1338","NM_001004298",2,3,0,6
"1339","NM_001004301",56,54,55,41
"1340","NM_001004303",0,0,2,1
"1341","NM_001004304",423,359,337,236
"1342","NM_001004306",1,2,3,2
"1343","NM_001004308",0,0,2,0
"1344","NM_001004309",16,19,13,14
"1345","NM_001004310",0,0,0,0
"1346","NM_001004311",0,0,0,0
"1347","NM_001004312",0,0,1,0
"1348","NM_001004313",121,79,84,78
"1349","NM_001004316",2,0,2,3
"1350","NM_001004317",0,0,2,0
"1351","NM_001004318",0,1,0,0
"1352","NM_001004319",0,0,1,0
"1353","NM_001004320",0,0,1,2
"1354","NM_001004323",3,0,0,0
"1355","NM_001004325",0,0,1,0
"1356","NM_001004326",0,0,0,3
"1357","NM_001004328",0,1,0,0
"1358","NM_001004329",0,0,0,0
"1359","NM_001004330",12,7,7,8
"1360","NM_001004333",0,0,0,0
"1361","NM_001004334",0,0,0,0
"1362","NM_001004339",6,5,3,3
"1363","NM_001004340",0,0,0,0
"1364","NM_001004341",0,0,1,0
"1365","NM_001004342",0,1,0,0
"1366","NM_001004343",4,5,4,0
"1367","NM_001004351",9,15,25,20
"1368","NM_001004352",0,0,0,0
"1369","NM_001004353",0,0,0,0
"1370","NM_001004354",0,1,1,0
"1371","NM_001004356",1,0,0,0
"1372","NM_001004358",0,0,0,0
"1373","NM_001004360",0,0,0,0
"1374","NM_001004416",0,0,0,0
"1375","NM_001004419",5,4,0,2
"1376","NM_001004426",0,0,0,0
"1377","NM_001004431",29,30,36,31
"1378","NM_001004432",0,0,0,0
"1379","NM_001004434",0,0,0,0
"1380","NM_001004439",839,949,237,299
"1381","NM_001004440",0,0,0,0
"1382","NM_001004441",0,0,0,0
"1383","NM_001004450",2,2,0,0
"1384","NM_001004451",8,5,3,3
"1385","NM_001004452",0,1,2,0
"1386","NM_001004453",0,0,0,0
"1387","NM_001004454",1,0,0,1
"1388","NM_001004456",0,0,0,0
"1389","NM_001004457",2,1,0,1
"1390","NM_001004458",0,0,0,0
"1391","NM_001004459",0,0,0,0
"1392","NM_001004460",3,0,0,1
"1393","NM_001004461",0,0,0,0
"1394","NM_001004462",0,0,0,0
"1395","NM_001004463",0,0,0,0
"1396","NM_001004464",0,0,0,0
"1397","NM_001004465",0,0,0,0
"1398","NM_001004466",0,0,0,0
"1399","NM_001004467",0,0,0,0
"1400","NM_001004469",0,0,0,0
"1401","NM_001004470",1,3,4,1
"1402","NM_001004471",0,0,1,0
"1403","NM_001004472",0,0,0,2
"1404","NM_001004473",0,0,0,0
"1405","NM_001004474",0,0,1,0
"1406","NM_001004475",0,0,0,0
"1407","NM_001004476",0,0,0,0
"1408","NM_001004477",0,0,1,0
"1409","NM_001004478",0,0,0,0
"1410","NM_001004479",0,0,0,0
"1411","NM_001004480",0,0,0,0
"1412","NM_001004481",0,0,0,0
"1413","NM_001004482",0,0,0,0
"1414","NM_001004483",0,0,0,0
"1415","NM_001004484",0,3,0,0
"1416","NM_001004485",0,0,1,0
"1417","NM_001004486",0,0,0,0
"1418","NM_001004487",0,0,0,0
"1419","NM_001004488",0,0,0,0
"1420","NM_001004489",2,2,0,0
"1421","NM_001004490",1,1,3,0
"1422","NM_001004491",0,0,1,0
"1423","NM_001004492",0,0,0,0
"1424","NM_001004684",3,3,1,1
"1425","NM_001004685",0,0,0,0
"1426","NM_001004686",0,0,0,0
"1427","NM_001004687",0,0,0,0
"1428","NM_001004688",0,0,0,0
"1429","NM_001004689",0,0,0,0
"1430","NM_001004690",0,0,0,0
"1431","NM_001004691",0,0,0,0
"1432","NM_001004692",0,0,0,0
"1433","NM_001004693",0,0,1,1
"1434","NM_001004694",0,0,0,0
"1435","NM_001004695",0,0,0,0
"1436","NM_001004696",0,0,0,0
"1437","NM_001004697",0,0,0,0
"1438","NM_001004698",0,0,0,0
"1439","NM_001004699",0,0,0,0
"1440","NM_001004700",0,0,0,0
"1441","NM_001004701",0,0,0,0
"1442","NM_001004702",0,0,0,0
"1443","NM_001004703",0,0,0,0
"1444","NM_001004704",0,0,0,0
"1445","NM_001004705",0,0,0,0
"1446","NM_001004706",0,0,0,0
"1447","NM_001004707",0,0,0,0
"1448","NM_001004708",0,0,0,0
"1449","NM_001004711",0,0,0,0
"1450","NM_001004712",0,0,0,0
"1451","NM_001004713",0,0,0,0
"1452","NM_001004714",0,0,0,0
"1453","NM_001004715",0,0,0,0
"1454","NM_001004717",0,0,0,0
"1455","NM_001004719",0,0,0,0
"1456","NM_001004720",0,0,0,0
"1457","NM_001004722",0,0,0,0
"1458","NM_001004723",0,0,1,0
"1459","NM_001004724",0,0,0,0
"1460","NM_001004725",0,0,0,0
"1461","NM_001004726",0,0,0,0
"1462","NM_001004727",0,0,0,1
"1463","NM_001004728",0,0,0,0
"1464","NM_001004729",0,0,0,0
"1465","NM_001004730",0,0,0,0
"1466","NM_001004731",0,0,0,0
"1467","NM_001004733",0,0,2,0
"1468","NM_001004734",0,0,1,0
"1469","NM_001004735",0,0,1,0
"1470","NM_001004736",0,0,0,0
"1471","NM_001004737",1,1,0,0
"1472","NM_001004738",0,0,0,0
"1473","NM_001004739",0,0,0,0
"1474","NM_001004740",0,0,0,0
"1475","NM_001004741",0,0,0,0
"1476","NM_001004742",0,0,0,0
"1477","NM_001004743",0,0,0,0
"1478","NM_001004744",0,0,0,0
"1479","NM_001004745",0,0,0,0
"1480","NM_001004746",0,0,0,0
"1481","NM_001004747",0,0,0,0
"1482","NM_001004748",0,0,0,0
"1483","NM_001004749",0,0,0,0
"1484","NM_001004750",0,0,0,0
"1485","NM_001004751",0,0,0,0
"1486","NM_001004752",0,0,0,0
"1487","NM_001004753",0,0,0,0
"1488","NM_001004754",0,0,0,0
"1489","NM_001004755",0,0,0,0
"1490","NM_001004756",1,0,0,0
"1491","NM_001004757",0,0,0,0
"1492","NM_001004758",0,0,0,0
"1493","NM_001004759",0,0,0,0
"1494","NM_001004760",0,0,0,0
"1495","NM_001005",0,0,0,0
"1496","NM_001005160",0,0,0,0
"1497","NM_001005161",0,0,0,0
"1498","NM_001005162",0,0,0,1
"1499","NM_001005163",0,0,0,0
"1500","NM_001005164",0,0,2,0
"1501","NM_001005165",1,0,0,1
"1502","NM_001005167",0,0,0,1
"1503","NM_001005168",0,0,0,0
"1504","NM_001005169",0,2,3,2
"1505","NM_001005170",0,0,0,0
"1506","NM_001005171",0,0,0,0
"1507","NM_001005172",0,0,0,0
"1508","NM_001005173",0,0,0,0
"1509","NM_001005174",0,0,0,0
"1510","NM_001005175",0,0,0,0
"1511","NM_001005176",0,0,0,0
"1512","NM_001005177",0,0,0,0
"1513","NM_001005178",1,0,0,0
"1514","NM_001005179",0,0,0,0
"1515","NM_001005180",0,0,0,0
"1516","NM_001005181",0,0,1,1
"1517","NM_001005182",0,0,1,0
"1518","NM_001005183",0,0,0,0
"1519","NM_001005184",0,0,0,0
"1520","NM_001005185",0,0,0,0
"1521","NM_001005186",0,0,0,0
"1522","NM_001005187",0,0,0,0
"1523","NM_001005188",0,0,0,0
"1524","NM_001005189",0,0,0,0
"1525","NM_001005190",0,0,0,0
"1526","NM_001005191",0,0,0,0
"1527","NM_001005192",0,0,0,0
"1528","NM_001005193",0,0,0,0
"1529","NM_001005194",0,0,0,0
"1530","NM_001005195",0,0,0,0
"1531","NM_001005196",0,0,0,0
"1532","NM_001005197",0,0,0,0
"1533","NM_001005198",0,0,0,0
"1534","NM_001005199",0,0,0,0
"1535","NM_001005200",0,0,0,0
"1536","NM_001005201",0,0,0,0
"1537","NM_001005202",0,0,0,0
"1538","NM_001005203",0,0,0,0
"1539","NM_001005204",0,0,0,0
"1540","NM_001005205",0,0,0,0
"1541","NM_001005207",0,0,3,1
"1542","NM_001005209",0,0,1,1
"1543","NM_001005210",0,0,1,0
"1544","NM_001005211",0,0,0,0
"1545","NM_001005212",0,0,0,0
"1546","NM_001005213",0,0,0,0
"1547","NM_001005214",0,0,0,0
"1548","NM_001005216",0,0,0,0
"1549","NM_001005217",0,0,0,0
"1550","NM_001005218",0,0,2,2
"1551","NM_001005221",0,0,0,0
"1552","NM_001005224",0,0,0,0
"1553","NM_001005226",0,0,0,0
"1554","NM_001005234",0,0,0,0
"1555","NM_001005235",0,0,0,0
"1556","NM_001005236",1,2,0,0
"1557","NM_001005237",0,0,0,0
"1558","NM_001005238",0,0,0,0
