"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NR_103537",0.747887704230585,-3.020941904679,3.46983533787972,-0.870629759199171,0.383956342104996,NA
"NR_104463",0.747887704230585,-3.020941904679,3.46983533787972,-0.870629759199171,0.383956342104996,NA
"NR_106839",0.747887704230585,-3.020941904679,3.46983533787972,-0.870629759199171,0.383956342104996,NA
"NR_106904",0.747887704230585,-3.020941904679,3.46983533787972,-0.870629759199171,0.383956342104996,NA
"NR_120615",0.747887704230585,-3.020941904679,3.46983533787972,-0.870629759199171,0.383956342104996,NA
"NR_126334",0.747887704230585,-3.020941904679,3.46983533787972,-0.870629759199171,0.383956342104996,NA
"NR_131900",0.747887704230585,-3.020941904679,3.46983533787972,-0.870629759199171,0.383956342104996,NA
"NR_132102",0.747887704230585,-3.020941904679,3.46983533787972,-0.870629759199171,0.383956342104996,NA
"NR_073062",5.42635808070254,-1.08320820884976,1.24419161807027,-0.870612044895304,0.383966017544949,NA
"NR_038940",3.50545869152405,1.37549943485365,1.58042457465328,0.870335387663413,0.384117145326011,NA
"NM_001007533",1.46065118695411,2.28216093616089,2.62239094765736,0.870259614875345,0.38415854359254,NA
"NM_001037537",1.46065118695411,2.28216093616089,2.62239094765736,0.870259614875345,0.38415854359254,NA
"NM_003064",1.46065118695411,2.28216093616089,2.62239094765736,0.870259614875345,0.38415854359254,NA
"NM_016116",1.46065118695411,2.28216093616089,2.62239094765736,0.870259614875345,0.38415854359254,NA
"NM_022124",1.46065118695411,2.28216093616089,2.62239094765736,0.870259614875345,0.38415854359254,NA
"NM_153361",1.46065118695411,2.28216093616089,2.62239094765736,0.870259614875345,0.38415854359254,NA
"NR_046028",1.46065118695411,2.28216093616089,2.62239094765736,0.870259614875345,0.38415854359254,NA
"NR_104414",1.46065118695411,2.28216093616089,2.62239094765736,0.870259614875345,0.38415854359254,NA
"NR_125961",1.46065118695411,2.28216093616089,2.62239094765736,0.870259614875345,0.38415854359254,NA
"NM_001282512",8.27050696616799,-0.934061442307019,1.07332048637245,-0.870253996049126,0.384161613532418,NA
"NM_004173",6.59558488083272,-1.00763143150982,1.15858977103373,-0.869705098993564,0.384461584996091,NA
"NM_001166242",35.2311619601454,0.452479642282616,0.520379251357871,0.869518992353983,0.384563324527388,0.776820882774741
"NM_001284343",2.94272425785177,-1.52196510369864,1.75039546188523,-0.86949785739243,0.384574879487732,NA
"NR_031694",2.94272425785177,-1.52196510369864,1.75039546188523,-0.86949785739243,0.384574879487732,NA
"NR_104664",2.94272425785177,-1.52196510369864,1.75039546188523,-0.86949785739243,0.384574879487732,NA
"NM_024111",17.6095192558436,-0.612148866090938,0.704074132450982,-0.869438085958309,0.384607559028809,0.776820882774741
"NM_001384",32.1015675387276,0.456768213030802,0.52555203521098,0.869120814739943,0.384781052896051,0.776981608642673
"NR_027712",12.2522518509318,-0.742071017715145,0.854066300532978,-0.868868163106374,0.38491924496663,0.777070989167625
"NR_073499",11.3650129982379,-0.74778279822074,0.860956922491297,-0.868548447298534,0.385094162405943,0.777126767478335
"NR_036442",2.18259547708202,1.82795897306662,2.10476880118926,0.868484449234407,0.385129181766655,NA
"NM_015106",257.053044397115,0.199261708147447,0.229442928310602,0.868458703933998,0.385143269991198,0.777126767478335
"NM_006516",1113.52807972975,0.138105873420736,0.15905292473949,0.868301376079297,0.385229369058157,0.777126767478335
"NM_001286706",18.9967200432509,0.585705211332366,0.67475719378511,0.868023663514872,0.385381378434295,0.777126767478335
"NM_006208",822.093725576104,0.151008365784147,0.173994306848489,0.867892567977195,0.385453147917052,0.777126767478335
"NR_132366",15.2499710679414,-0.652430310343528,0.751831585895687,-0.867787843159398,0.385510486369042,0.777126767478335
"NM_001007531",22.8259585381136,0.537592887403008,0.619622392542993,0.86761371743954,0.385605834420029,0.777129614654543
"NM_024759",450.034941581766,0.163900574616075,0.188958829386796,0.867387753977738,0.385729589344747,0.777189696212638
"NR_002910",4.22579194388303,-1.22967782159127,1.41785393495397,-0.867281030349005,0.385788047824667,NA
"NM_000910",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001001674",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001002912",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001004303",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001010903",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001014442",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001018072",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001039707",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001099403",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001100117",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001134",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001136571",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001145204",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001161725",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001207026",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001243877",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001258012",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001258274",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001267597",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001282436",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001286137",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001304809",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001308269",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001719",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_003658",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_003803",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_005296",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_005314",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_005912",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_006073",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_006919",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_014068",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_015431",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_016573",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_016592",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_018953",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_020806",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_020819",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_022843",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_022904",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_024046",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_024690",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_057168",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_138981",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_145038",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_145252",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_152610",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_152638",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_152677",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_152888",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_153696",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_173464",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_175068",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_178354",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_182504",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_199231",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_213606",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_003927",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_015374",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_024505",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_029831",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_033844",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_033855",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_037155",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_037498",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_037870",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_037901",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_038989",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_046386",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_077240",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_109900",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_110133",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_120329",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_121605",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_121673",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_125823",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_125864",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_126359",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_132966",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NR_134460",0.735938091833922,3.02503629337634,3.48920535433738,0.866969979171894,0.385958458759027,NA
"NM_001134387",2.24804295545297,1.79082978103058,2.06567701810145,0.866945686734957,0.385971769426376,NA
"NM_022120",2.24804295545297,1.79082978103058,2.06567701810145,0.866945686734957,0.385971769426376,NA
"NM_001024611",15.3297038121609,-0.643799282004526,0.74271661713058,-0.866816854713427,0.38604236563745,0.777619316616793
"NM_001136191",176.517735706659,-0.22390637457686,0.258356843878296,-0.866655480132492,0.386130805350149,0.777619316616793
"NM_024099",24.6160769151356,0.549333244269211,0.634032004851517,0.866412484016258,0.386264000259106,0.777663060600219
"NM_181742",16.9689545798633,-0.619381673394543,0.714996021730256,-0.866272894631873,0.386340526902804,0.777663060600219
"NM_206999",4.93374243230492,-1.16315571202641,1.34280160313111,-0.866215611683955,0.386371933629019,NA
"NM_153681",4.76564323258743,1.16623836129076,1.34692593390869,0.86585188682678,0.386571390716627,NA
"NM_144722",4.84249322722922,-1.25766635870909,1.45285013969151,-0.865654567081599,0.386679621930392,NA
"NR_110815",43.1438047837937,-0.396741480733637,0.458405226721815,-0.865482018106223,0.386774281362376,0.778332924832301
"NM_152739",31.9389818896777,-0.451214930246365,0.521579667328132,-0.865093021278568,0.3869877347723,0.778332924832301
"NM_015094",69.079231373691,-0.317796755814604,0.367396664372454,-0.864996301361172,0.38704081884141,0.778332924832301
"NM_003136",19.6317471092466,0.570807233709373,0.659907835164387,0.86498023404614,0.387049637708218,0.778332924832301
"NM_152715",4.78269730342823,1.15527207845602,1.33579715594273,0.864855920164538,0.387117874007967,NA
"NR_033990",5.98020317111295,1.02313234092446,1.18354865411593,0.864461581166431,0.38733437653267,NA
"NM_018489",1647.57942228687,0.120709183014076,0.139672640576266,0.864229261479202,0.387461960731351,0.778972734175082
"NM_014845",267.327137701854,0.184508505450015,0.213546856920269,0.86401882992314,0.387577546624199,0.778989089428441
"NM_015237",70.6911172387374,-0.321285468818992,0.371971089272128,-0.863737742219921,0.387731975328915,0.778989089428441
"NM_001546",22.5197956148956,-0.539733880964793,0.624908794336459,-0.863700248510495,0.387752577090091,0.778989089428441
"NM_139126",554.722192072774,0.150337259213157,0.174110698920801,0.863457904339022,0.387885754633129,0.779067455226966
"NR_036486",2.1683102112335,1.77665435577166,2.05774973699068,0.863396711385272,0.387919386947344,NA
"NM_018086",34.3698903240548,-0.452038850587409,0.523778092788433,-0.863035046351201,0.388118198276918,0.779124793479977
"NM_015916",9.72576223053546,-0.810132138547461,0.938880122807353,-0.862870689098283,0.388208567815785,NA
"NM_001304480",12.9148812306168,0.696643384172552,0.807421362143284,0.862800288468125,0.388247280539385,0.779124793479977
"NM_018240",88.055781125802,-0.287648299656471,0.333399274537103,-0.8627742218571,0.388261614949489,0.779124793479977
"NM_016526",2.16932629105894,-1.82174586449845,2.11158935640898,-0.862736809583352,0.38828218906862,NA
"NR_117096",2.16932629105894,-1.82174586449845,2.11158935640898,-0.862736809583352,0.38828218906862,NA
"NR_122047",2.16932629105894,-1.82174586449845,2.11158935640898,-0.862736809583352,0.38828218906862,NA
"NR_103844",51.1010242383072,-0.378108998209018,0.438346491711081,-0.862580185672465,0.388368328412689,0.779124793479977
"NM_001130440",22.5340808807441,-0.534674132019996,0.619956605123044,-0.862437995823721,0.388446539452292,0.779124793479977
"NM_002547",103.533799601802,-0.289875389768095,0.336171780821465,-0.862283529747083,0.388531513858528,0.779124793479977
"NM_004331",2350.50552115151,-0.122274161608141,0.141815296623372,-0.862207142103099,0.3885735401787,0.779124793479977
"NM_001291812",5.47475148823268,-1.07171178466046,1.2432893815765,-0.861997054379665,0.38868913877427,NA
"NR_003689",9.70870815969465,-0.806980607094602,0.936397629831021,-0.861792663059417,0.388801623075361,NA
"NM_006289",9923.06282396027,-0.122087666283072,0.141753034950325,-0.861270210728505,0.389089238478816,0.779369825777769
"NM_152531",29.827581169172,0.470526881078919,0.546362628940741,0.861198874438305,0.389128519887895,0.779369825777769
"NM_145283",13.1664980593715,-0.692613984741511,0.804298323725258,-0.861140654295461,0.389160580664092,0.779369825777769
"NM_022763",38.0980523031808,0.41733406870244,0.484680165232846,0.861050438286343,0.389210264158493,0.779369825777769
"NM_152317",4.7343038958981,1.15506538081731,1.34187567405238,0.860784201660866,0.389356907708684,NA
"NM_003095",168.962046544127,-0.215944697854173,0.250871009592433,-0.860779801560167,0.389359331573377,0.779369825777769
"NM_001164496",100.594542454329,-0.275912862292046,0.320559277830175,-0.860723371226891,0.389390417924075,0.779369825777769
"NM_052909",32.7504624321855,-0.460194315054871,0.534676992457351,-0.860695937073782,0.389405531400043,0.779369825777769
"NM_001348",699.522001328257,-0.139296996981512,0.161857257909679,-0.860616315761654,0.389449396804702,0.779369825777769
"NM_001173486",2.8902545013614,1.59783729512889,1.8570429776616,0.860420202628207,0.389557453334464,NA
"NM_022658",4.20873787304223,-1.22292485023447,1.42209717450635,-0.859944645244782,0.389819556791123,NA
"NM_019892",83.8498559792579,-0.291552068608944,0.339111581240394,-0.859752614589308,0.389925424876018,0.779998376623057
"NM_030810",241.839602860541,0.190830213340476,0.221971911267527,0.859704330384765,0.389952047106608,0.779998376623057
"NM_001243926",1.47289226349328,-2.2440839150418,2.61200700545003,-0.85914161422977,0.39026239070235,NA
"NM_001813",1.47289226349328,-2.2440839150418,2.61200700545003,-0.85914161422977,0.39026239070235,NA
"NM_033631",1.47289226349328,-2.2440839150418,2.61200700545003,-0.85914161422977,0.39026239070235,NA
"NR_106999",1.47289226349328,-2.2440839150418,2.61200700545003,-0.85914161422977,0.39026239070235,NA
"NR_108077",1.47289226349328,-2.2440839150418,2.61200700545003,-0.85914161422977,0.39026239070235,NA
"NM_001013703",1882.89476614923,-0.119122924059158,0.13869844674915,-0.858862711524111,0.39041626396355,0.780738156096314
"NR_002837",38.3431633039431,0.412052186366283,0.480129351470299,0.858210782374493,0.390776083227054,0.780905357273714
"NM_032806",99.2110886773237,-0.271925951411907,0.316855534752826,-0.858201677379669,0.3907811099729,0.780905357273714
"NM_138571",270.886068558797,0.193879417100049,0.225937437162107,0.858111075062533,0.390831132440295,0.780905357273714
"NM_001206559",10.1188222588805,-0.783719744923737,0.913504578876921,-0.857926454936061,0.390933075140225,NA
"NM_018121",164.925747941093,-0.226083446728094,0.263662292832262,-0.857473567037228,0.391183217106449,0.780905357273714
"NM_020857",470.033293218513,0.155602664001719,0.181486352696982,0.857379421038453,0.391235228630309,0.780905357273714
"NM_001171080",79.5515076817214,-0.306722623986825,0.357757911903255,-0.857346864406368,0.391253215714703,0.780905357273714
"NM_001198803",2.89433085032164,-1.54934476210454,1.80743820477887,-0.857204831682807,0.391331692683136,NA
"NM_012463",248.045916538158,0.188792897826601,0.220245724977623,0.857192110520113,0.391338721940052,0.780905357273714
"NM_001148",13.1494439885307,-0.690202939241721,0.805371625562715,-0.856999324702399,0.391445257830966,0.780905357273714
"NM_005646",134.04164904784,0.252079260751315,0.294249633820108,0.856685044867128,0.391618970597059,0.780905357273714
"NM_001146216",8.44546334949649,-0.855832186020524,0.999168037641456,-0.856544799051742,0.391696504150633,NA
"NM_032228",461.688499334787,0.159104488011902,0.185772170042306,0.856449531572297,0.391749177175298,0.780905357273714
"NM_004778",14.5367864633359,0.658056671034357,0.768518984936187,0.856265992035314,0.391850667598726,0.780905357273714
"NR_121669",13.5300854207795,0.684228730909421,0.799218553372183,0.856122180875832,0.391930200877639,0.780905357273714
"NM_001048212",55.1070737565922,-0.349577201654661,0.408486784356976,-0.855785829656524,0.392116254686366,0.780905357273714
"NM_080622",28.9517750833574,0.473813955766493,0.55371604806651,0.855698435002883,0.392164606099972,0.780905357273714
"NR_026837",116.160100855218,-0.250947652033844,0.293319851895781,-0.855542679474037,0.392250787384163,0.780905357273714
"NM_003687",12.3480704479843,0.711245827190649,0.831458949097788,0.855419053414987,0.392319199247302,0.780905357273714
"NR_119377",20.8736719504281,0.574591967250778,0.671762779728115,0.855349514129578,0.392357683893488,0.780905357273714
"NM_000548",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001006636",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001122731",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001130689",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001168378",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001171182",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001202234",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001243224",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001253882",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001278393",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001278939",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001279360",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001286768",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001288",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001288950",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001301084",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001301683",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_001710",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_003936",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_004314",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_004430",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_005198",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_005865",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_006475",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_014004",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_014012",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_015902",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_016651",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_019897",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_020665",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_033318",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_033655",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_138336",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_152308",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_152735",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_198700",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_206922",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NM_207312",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_024126",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_031569",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_033831",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_033989",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_038840",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_039779",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_046432",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_047567",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_049834",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_104367",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_110873",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_131751",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_131766",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_133944",0.730833633389777,-2.99195433492848,3.49830325808027,-0.855258710924435,0.39240793992997,NA
"NR_077061",121.034048796238,-0.28314480953567,0.331088997912738,-0.855192444692156,0.392444618171421,0.780905357273714
"NM_001135844",3.570906169895,1.35856264555887,1.58864795553496,0.855169102018824,0.392457538794572,NA
"NM_022045",30.5674338035631,-0.461182750498676,0.539384997892307,-0.85501590200096,0.39254234438178,0.780905357273714
"NM_017822",297.390645124072,0.178714918539093,0.209040071297524,0.854931389134142,0.392589132181199,0.780905357273714
"NM_001256197",7.79291322896031,0.896830497360211,1.04907339988996,0.854878693382451,0.392618307181012,NA
"NM_145005",4.19606364496263,1.3205808330378,1.54498232312324,0.854754655294824,0.392686986048799,NA
"NM_006942",17.0015776580198,0.618146437699863,0.723249734231064,0.85467910798067,0.392728819542815,0.780905357273714
"NR_026880",13.0839965101597,-0.691669204353231,0.809298093706729,-0.854653198533142,0.392743167236381,0.780905357273714
"NM_003999",603.583996712231,-0.147462149150888,0.17255824684076,-0.854564483881023,0.392792296535222,0.780905357273714
"NM_001686",3257.44329801329,0.112782241555472,0.131984787195572,0.854509401817307,0.392822802312808,0.780905357273714
"NM_024775",103.200553365284,0.267172190627114,0.312685860995639,0.854442825704997,0.392859675688771,0.780905357273714
"NM_022113",2.18361155690746,-1.7559552327241,2.05547137471103,-0.85428347693286,0.392947939994326,NA
"NM_174895",2.18361155690746,-1.7559552327241,2.05547137471103,-0.85428347693286,0.392947939994326,NA
"NR_026952",32.2796079936916,-0.475505658032865,0.556823975797885,-0.853960459140615,0.393126898485147,0.781248818440457
"NM_006024",12.2798541646211,0.726074663649798,0.850560752253267,0.853642331516372,0.393303195978504,0.781281282414241
"NM_017759",251.013311065788,0.197658000618722,0.231560775384933,0.85359016564937,0.393332109422859,0.781281282414241
"NM_016039",1046.28037637302,0.137774562317607,0.161476090740809,0.85321957997332,0.393537547234777,0.781501711059365
"NM_014166",2.33929216052867,1.93998491299444,2.27417066000181,0.853051596837021,0.39363069173714,NA
"NM_080865",39.9166751291321,0.409557565408185,0.480408727790871,0.85251899417296,0.393926101358262,0.782085585921984
"NM_004468",15.7084785746574,-0.639472372698687,0.75031599240922,-0.852270748815281,0.394063837211059,0.782171335232029
"NM_024821",8.72624566789171,-0.876089583639822,1.02800172418826,-0.852225792064317,0.394088784022799,NA
"NR_046213",8.72624566789171,-0.876089583639822,1.02800172418826,-0.852225792064317,0.394088784022799,NA
"NR_047502",8.3316224635954,-0.865657618272617,1.01583086679703,-0.852167074822289,0.39412136806553,NA
